Observer,Date,Time,Sex,Age,Activity,PM,Tail Use,Prop-TW,Tail Angle,Substrate Characterstic,Substrate Size,Crown,Diet,Notes,
,,8:46,M,PA,F,HT,TMB,10,OD,3,S,L3,FR,,
,,8:48,M,PA,F,HT,TMB,20,H,3,S,L3,FR,,
,,8:49,M,PA,F,HT,TMB,10,OU,3,S,M3,FR,,
,,11:12,M,J2,Fr,HT,TMB,20,VU,2,S,L2,,,
,,11:55,F,J2,FR,HT,TMB,20,OD,2,S/M,M3,,,
,,9:22,M,A,FR,HT,TMB,10,H,3,S,U3,,,
Natasha Mazumdar,8/30/2013,5:42,M,PA,Fr,HT,TMB,20,OU,2,S/M,M3,FR,,
,,2:55,M,A,Fr,HTS,TMB,10,OU,2,S,U3,FR,,
,,3:14,M,A,F,HTS,TMB,10,H,2,S,U2,FR,guava,
,,6:11,F,PA,FR,HTS,TMB,U,OU,2,L,M2,,,
,,6:15,F,PA,FR,HTS,TMB,20,OU,2,S,M3,,,
,,11:49,M,PA,FR,HTS,TMB,20,H,3,S,L3,,,
,,12:11,M,PA,FR,HTS,TMB,10,H,3,S,L3,,tail bearing significant more mass,
,,5:57,F,J2,Fr,HTS,TMB,10,H,C,S,U2,FR,,
,,6:01,F,J1,Fr,HTS,TMB,20,H,2,S,M2,FR,berries,
,,6:10,F,J1,F,HTS,TMB,30,OU,5,S,M3,FR,,
,,6:43,F,A,Fr,HTS,TW,40,OU,1,L,T,FR,berries,
,,7:31,F,A,F,HTS,TMB,50,OU,4,S/L,T/L2,I,,
,,7:11,M,J2,Fr,HTS,TMB,70,OU,2,S/L,T/L1,,,
,,6:40,F,PA,F,HTS,TMB,10,H,2,S,M3,I,,
,,7:24,M,J2,Fr,HTS,TMB,20,VU,2,S,M3,FR,head downward,
,,12:46,M,J2,AP,HTS,TMB,80,OU,1,L,T,,,
,,12:57,M,PA,AP,HTS,TMB,20,OU,3,S,M1,,,
,,1:51,M,A,AP,LB,TMB,30,OU,3,M/L,T,,,
,,7:29,M,A,T,LB,TW,20,H,2,M/L,L1,,,
,,10:38,F,A,T,LB,TF,,H,2,S/M,M2,,,
,,2:48,M,A,T,LB,TF,,H,2,S,U3,,,
,,7:09,F,A,T,LB,TF,,OD,2,M,L2,,,
,,6:58,M,J2,T,LB,TMB,10,OU,2,M/L,M1,,using tail to bridge,
,,6:05,F,J1,Fr,LB,TF,,OD,2,M,M2,FR,,
,,7:22,F,PA,T,LB,TMB,20,OU,5,S,U3,,"feet up with taili, coming down on small sustrates",
,,7:50,M,J2,T,LB,TF,,H,2,L,M2,,,
,,1:04,F,A,T,LB,TW,20,OU,3,"M,S",M1,,,
,,5:41,U,J2,T,LB,TF,,OD,2,M/L,M2,,,
,,7:58,U,U,T,LB,TF,,OD,2,M/L,L1,,,
,,10:38,M,A,T,LB,TT,,OU,3,S/M,TG,,"as if about to wrap tail, but moved away",
,,1:05,M,A,T,LB,TF,,OD,2,M,L1,,,
,,6:40,M,J2,T,LB,TF,,OU,2,S,U1,,LUNGE BRIDGE,
,,6:53,F,PA,T,LB,TW,20,H,2,M,L,,,
,,8:12,M,A,T,LB,TF,,H,2,M,M1,,,
,,10:35,F,PA,T,LB,TW,UNK,OU,5,S,M3,,FOUR EYES BRIGADE,
,,9:16,F,J2,T,LB,TF,,H,2,L,M2,,,
,,12:04,M,J2,T,LB,TMB,10,OU,5,S,M3,,,
,,7:37,M,A,T,LB,TF,,OU,2,S,U1,,,
,,10:09,M,PA,T,LB,TF,,OU,2,M,TG,,pronograde movement between TG,
,,12:06,F,J2,T,LB,TF,,H,2,S,L2,,,
,,9:30,F,PA,T,LB,TF,,OD,2,M/L,T/L1,UNK,,
,,11:48,M,J2,T,LB,UNK,UNK,OD,C,S,M2,,,
Natasha Mazumdar,8/5/2013,7:59,F,PA,T,LB,TF,,H,,,U3,,,
,,7:58,F,A,T,LB,TF,,OD,2,S,M3,,blob in a clump,
,,6:19,F,A,Fr,LB,TF,,H,2,S,M2,,forage move,
,,7:56,M,A,Fr,LB,TF,,OU,2,S/M,T/L3,FR,"1 FR in FL, 1 in mouth",
,,9:52,F,J1,T,LB,TT,,OU,2,S,M3,,,
,,8:16,M,A,T,LB,TF,,H,2,L,U2,,,
,,8:02,M,PA,T,LB,TF,,OD,2,L,M1,,,
,,6:35,M,A,T,LB,TMB,10,H,5,S,M3,,bring branches to him with arms,
,,6:32,M,PA,T,LB,TW,10,H,5,S,M3,,,
,,8:37,M,A,Fr,LB,TT,,OD,2,L,M1/T,FR,tail used in bridging into FBS,
,,9:29,M,J2,T,LB,TF,,H,2,L,M2,,,
,,8:49,F,PA,FR,LB,TT,,OD,4,S,M3,,,
,,9:20,M,J2,FR,LB,TF,,H,C,S,L3,,,
,,12:55,M,A,T,LB,TF,,H,2,S/L,T/U3,,,
,,7:56,M,PA,Fr,LB,TF,,H,C,S,L2,FR,,
,,10:33,F,A,T,LB,TF,,H,2,M,TG,,,
,,3:36,F,J2,T,LB,TMB,10,OU,C,S,M3,,,
,,9:46,F,J2,T,LB,TF,,H,2,U,M1,,,
,,11:01,M,J2,T,LB,TF,,VD,2,S,L3,,,
,,11:10,M,J2,T,LB,TMB,10,VU,2,M,M3,,,
,,9:54,M,J2,T,LB,TW,20,OU,2,M,TG,,,
,,12:19,M,J1,T,LB,TF,,OU,2,S,M3,,,
,,12:22,M,J1,T,LB,TF,,H,2,S,M2,,,
,,12:57,M,J1,T,LB,TF,,OD,2,S/M,T,,bridging fail,
,,12:34,F,A,T,LB,TF,,H,4,S,M3,,,
,,9:07,M,J2,T,LB,TT,,OU,C,S,M3,,,
,,8:20,M,A,T,LB,TMB,20,OU,3,S,L3/U1,,,
,,11:34,M,PA,T,LB,TF,,OD,2,L,UNK,,,
,,6:25,M,PA,T,LB,TF,,H,2,S,U3,,,
,,6:37,F,A,T,LB,TF,,OU,2,S,M3,,,
,,6:54,F,A,T,LB,TW,10,OU,C,S,M3,,,
,,12:59,M,J2,T,PTS,TMB,10,OD,1,S,U3,,,
,,6:31,M,PA,Fr,PTS,TMB,20,OU,C,S,M3,FR,guava,
,,6:34,M,PA,Fr,PTS,TMB,50,OU,2,M,M1,FR,"very peripheral, rest of group far away",
,,6:36,M,PA,Fr,PTS,TMB,10,OU,C,S,L3,FR,,
,,6:07,F,J1,F,PTS,TMB,,OU,3,S,M3,FR,,
,,6:08,F,J1,F,PTS,TMB,20,H,3,S/M,M3,FR,,
,,9:38,U,J2,Fr,PTS,TMB,10,,2,M,T,,,
,,10:13,M,J2,F,PTS,TMB,U,OU,3,S,L3,FR,,
,,10:34,F,J1,Fr,PTS,TMB,10,OU,C,S,M3,FR,berries,
,,10:47,M,A,AP,PTS,TMB,20,OU,3,S,UNK,,DS at F A before,
,,7:01,M,PA,T,PTS,TMB,20,H,C,S,M3,,bridging gap,
,,9:41,M,A,Fr,PTS,TMB,20,H,C,S,M1,I,,
,,1:05,M,J2,Fr,PTS,TMB,20,H,C,S,UNK,,,
,,1:08,M,J2,Fr,PTS,TMB,60,H,1,L,T,FL,bromeliad,
,,2:04,F,PA,F,PTS,TMB,50,OU,1,L,T,I,bark scraping,
,,2:05,F,PA,F,PTS,TMB,90,H,1,L,T,I,,
,,2:06,F,PA,F,PTS,TMB,90,OD,1,L,T,I,,
,,8:14,F,A,AP,PTS,TMB,20,VU,5,S,M3,,,
Natasha Mazumdar,8/7/2013,5:49,F,J2,F,PTS,TMB,30,OU,C,S/M,UNK,FR,,
,,7:42,M,A,AP,PTS,TMB,40,OU,2,S,L3,,,
,,7:54,M,J2,SB,PTS,TMB,40,VD,1,L,L2,,all 4 limbs holding back of other monkey upside down (play),
,,8:29,M,A,Fr,PTS,TMB,40,H,3,S/L,T,FR,,
,,8:05,F,J2,T,PTS,TMB,30,VD,1,L,M1,,using tail to pull up to branch,
,,9:28,M,A,F,PTS,TMB,10,OU,C,S,M1,I,"epiphytes, using 1 FL to feed",
,,9:29,M,A,F,PTS,TMB,10,H,C,S,M1,I,,
,,9:30,M,A,F,PTS,TMB,10,H,C,S,M1,I,,
,,8:56,F,J2,Fr,PTS,TMB,30,H,2,L,L1,I,,
,,1:28,M,J2,F,PTS,TMB,90,H,3,S/L,L3,UNK,"holding with arms, legs, and tail",
,,10:41,M,A,AP,PTS,TMB,80,H,1,L,T,,facing downward,
,,8:09,M,PA,Fr,PTS,TMB,30,OU,5,S,L3,FR,scanning for FR,
,,12:18,M,J2,Fr,PTS,TF,,H,1,L,M3,,,
,,1:14,F,PA,AP,QDRS,TW,10,VD,1,M,M3,,,
,,10:29,M,J2,AP,QMS,TMB,30,VD,1,M,TG,,,
,,2:09,F,PA,F,TFS,TMB,50,OU,2,L,T,I,,
,,7:37,M,A,AP,TFS,TMB,30,H,1,L,T,,,
,,7:16,M,J2,AP,THS,TMB,40,OU,2,L,M2,,,
,,7:22,M,J2,FR,THS,TF,,OD,3,S,M3,,,
,,1:43,M,A,Fr,THS,TMB,30,H,2,S,U3,I,,
,,10:41,UNK,J2,F,THS,TMB,50,OD,1,L,M2,,,
,,10:54,M,J2,FR,THS,TMB,40,OD,2,M/L,M1,,hindlimb tail suspend,
,,10:55,M,J2,FR,THS,TMB,30,H,1,M,U3,,,
,,6:34,F,A,FR,THS,TMB,20,H,2,S,M3,,,
,,7:37,M,A,FR,THS,TW,30,H,C,S,L3,,,
,,7:46,M,A,T,THS,TW,20,H,2,M/S,L3,,,
,,8:49,M,A,T,THS,TW,30,OU,2,L,M3,,,
,,5:52,M,A,FR,THS,TMB,20,H,5,S,M3,,,
,,5:56,M,A,FR,THS,TMB,,H,5,S,M3,,,
,,5:59,M,A,F,THS,TMB,,H,2,S,L3,FR,,
,,5:55,M,PA,F,THS,TW,20,OU,2,S/M,L2,FR,FIGS,
,,6:02,M,PA,FR,THS,TW,30,H,C,S,M3,,,
,,6:03,M,PA,FR,THS,TW,20,H,C,S,M3,,,
,,6:06,M,PA,F,THS,TW,20,H,C,S,M3,FR,,
,,11:49,M,J2,F,THS,TW,10,H,1,L,T,FR,,
,,11:50,M,J2,F,THS,TW,10,H,1,L,T,FR,,
,,10:38,F,J1,Fr,THS,TMB,10,H,C,S,M3,FR,,
,,6:39,M,PA,F,THS,TMB,20,H,3,S,M3,,,
,,1:23,F,PA,FR,THS,TMB,30,OU,3,S,U1,,,
,,6:12,M,PA,FR,THS,TMB,20,OU,3,S,U3,,,
,,6:20,M,PA,FR,THS,TW,30,OD,2,S,M3,,,
,,7:37,M,J2,FR,THS,TMB,30,H,C,S,L3,,,
,,10:30,M,A,F,THS,TMB,30,OU,2,S,L1,I,,
,,11:28,M,A,FR,THS,TMB,30,H,1,M,L1,,,
Allison McNamara,7/24/2013,6:16,M,J2,FR,THS,TMB,20,OU,5,S,M3,FR,,
,,11:05,M,A,F,THS,TMB,20,H,3,S,L3,,,
,,11:25,M,A,FR,THS,TMB,20,H,C,S,M3,,,
,,8:13,F,J1,F,THS,TMB,20,OU,3,S,M3,FR,,
,,11:12,M,A,FR,THS,TMB,30,H,3,S,M3,,,
,,11:13,M,PA,FR,THS,TMB,30,H,3,S,L3,,,
,,11:14,M,PA,F,THS,TMB,30,H,3,S,L3,O,INGA,
,,6:08,F,J2,FR,THS,TW,30,H,3,S,M1,,,
,,6:42,F,J2,Fr,THS,TMB,20,H,2,S,UNK,,,
,,7:30,F,A,FR,THS,TW,20,H,C,S,L3,,,
,,1:21,M,A,FR,THS,TMB,80,OD,2,L/M,T,,PALM BRANCH,
,,1:23,M,A,F,THS,TMB,50,OU,1,L,T,,,
,,11:33,F,A,FR,THS,TMB,20,OU,3,S,L3,,,
,,11:49,F,A,FR,THS,TMB,20,H,3,S,L3,,,
,,11:46,M,PA,Fr,THS,TMB,30,H,1,L,T,FR,berries,
,,8:11,M,J2,F,THS,TMB,30,H,2,M/L,",3",FR,,
,,9:10,F,J2,Fr,THS,TMB,20,OU,2,S,T/M1,,,
,,12:28,M,J2,Fr,THS,TMB,20,OU,3,S,L2,I,,
,,12:27,F,J2,F,THS,TMB,20,H,1,S,M2,FR,,
,,11:39,M,PA,FR,THS,TMB,20,VD,1,M,L,,,
,,12:20,M,PA,FR,THS,TMB,20,VD,2,S,L3,,,
,,9:34,M,A,Fr,THS,TMB,10,H,1,S,L1,I,,
,,11:44,M,J2,F,THS,TMB,20,OU,2,S,L3,FR,,
,,1:03,M,J2,F,THS,TMB,20,H,1,M,L2,,,
,,2:00,F,J2,F,THS,TMB,50,OU,2,L,P,I,,
,,2:18,M,A,F,THS,TMB,10,H,2,S,L3,FR,,
,,9:32,F,PA,FR,THS,TMB,20,VU,3,S,M3,,hindlimbs not bearing weight,
,,11:00,M,PA,FR,THS,TMB,20,OU,2,S,M3,,,
,,10:17,F,J2,F,THS,TMB,20,OU,2,S,M3,FR,,
,,12:15,F,J1,F,THS,TMB,20,OU,3,S,L3,FR,,
,,10:15,M,J2,FR,THS,TMB,10,H,2,S,L3,,,
,,7:11,F,A,Fr,THS,TMB,40,H,1,L,L1,FR,,
,,7:17,M,A,F,THS,TMB,30,OU,3,S/L,L3,FR,,
,,9:54,M,J2,AP,THS,TMB,20,H,1,S,M3,,,
,,9:57,M,PA,FR,THS,TMB,30,OU,4,S,M1,,,
,,10:12,M,PA,AP,THS,TMB,20,H,2,M,L,,,
,,6:03,M,PA,F,THS,TMB,20,H,3,S,L3,L,,
,,7:01,M,PA,FR,THS,TMB,20,OU,2,S,L2,,on epiphyte leaves,
,,6:40,F,J2,F,THS,TMB,90,H,1,L,T,FR,,
,,7:06,M,PA,Fr,THS,TMB,100,OU,3,S/L,L2,I,,
,,7:16,M,A,F,THS,TMB,60,H,2,S/L,L3/T,,"tail on trunk, HLs on L3",
,,7:30,M,J2,F,THS,TMB,10,OU,C,S,L3,FR,,
,,7:51,M,A,F,THS,TMB,20,H,1,M,T,FR,,
,,8:50,M,J2,Fr,THS,TMB,10,H,2,S/L,L1,,,
,,12:10,M,J2,Fr,THS,TMB,20,OU,2,S,M1,U,,
,,8:26,M,A,FR,THS,TMB,20,H,2,S,M2,,,
,,9:34,M,J2,FR,THS,TMB,10,H,3,S,L3,,,
,,7:55,M,A,AP,THS,TMB,20,H,3,S,U1,,,
,,8:24,F,J2,F,THS,TMB,20,H,3,S,M3,FR,,
,,8:07,F,A,FR,THS,TMB,10,H,3,S,M3,,,
,,8:42,M,A,FR,THS,TMB,30,H,3,L,L1,,,
,,9:13,M,A,FR,THS,TMB,30,H,3,S,TG,,,
,,8:23,M,A,Fr,THS,TMB,20,OU,1,L,T,FR,,
,,8:24,M,A,Fr,THS,TMB,20,H,2,S/L,L1,FR,,
,,8:33,M,A,F,THS,TMB,30,H,3,S,L2,FR,,
,,8:38,M,A,F,THS,TMB,60,H,2,S/L,T,FR,,
,,8:40,M,A,F,THS,TMB,40,H,1,L,T,FR,,
,,8:51,F,A,T,THS,TW,20,VD,3,S,U3,,,
,,9:12,F,A,F,THS,TMB,30,H,1,L,T,FL,feet braced against tree,
,,12:40,M,J2,FR,THS,TMB,20,,2,L,L2,,,
,,8:35,F,J2,F,THS,TMB,20,H,2,S,L3,FL,,
,,8:39,F,J2,F,THS,TMB,20,OU,2,S,M3,FR,,
,,11:14,F,J2,F,THS,TMB,10,H,3,S,M2,FR,tail kinked before wrap,
,,11:51,F,J2,F,THS,TMB,30,VU,3,S,M3,FR,,
,,6:14,M,A,FR,THS,TMB,20,H,2,S,L,,,
,,7:45,M,A,FR,THS,TMB,20,OU,3,S/M,U1,,,
,,1:07,M,J2,FR,THS,TMB,10,H,2,S,U3,,tail and 1 foot,
,,1:29,F,J1,F,THS,TW,20,OU,3,S,M1,FR,,
,,6:18,M,PA,F,THS,TMB,,H,3,S/L,M1,I?,,
,,8:53,F,J2,F,THS,TMB,20,OU,2,S,M3,FR,,
,,1:21,M,A,AP,THS,TMB,40,OD,1,L,T,,,
,,2:43,M,J1,Fr,THS,TMB,10,OU,2,S,L3,FR,,
,,2:31,M,J1,FR,THS,TMB,UNK,H,3,S,L3,,,
,,2:36,M,PA,Fr,THS,TMB,30,OU,1,L,T,I,,
,,3:06,M,A,F,THS,TMB,20,H,3,S,L,FR,,
,,3:07,M,A,F,THS,TMB,30,VU,2,S/M,L1,FR,,
,,3:37,F,PA,F,THS,TMB,20,H,1,S,L1,FR,,
,,3:47,F,J2,F,THS,TMB,20,OU,3,S,L3,FR,,
Natasha Mazumdar,8/19/2013,7:02,F,J2,Fr,THS,TMB,50,OU,3,S,L3,FR,,
,,7:04,F,J2,Fr,THS,TMB,20,H,3,S,L3,FR,,
,,10:05,M,J2,Fr,THS,TMB,100,OD,1,L,T,I,,
,,10:39,M,A,AP,THS,TMB,50,H,1,L,T,,,
,,11:15,M,A,F,THS,TMB,10,H,1,S,M3,FR,,
,,8:10,M,J2,AP,THS,TMB,50,H,1,L,T,,,
,,7:29,M,J2,F,THS,TMB,20,OU,3,S,M3,FR,,
,,7:30,M,J2,F,THS,TMB,20,H,3,S,M3,FR,,
,,12:11,M,J1,F,THS,TMB,30,OU,2,S,M3,FR,,
,,12:15,M,J1,Fr,THS,TMB,20,OU,2,S,M1,FR,,
,,7:10,M,PA,FR,THS,TMB,10,H,2,S,M3,,,
,,9:51,M,A,FR,THS,TMB,50,OD,1,L,L1,,,
,,1:19,M,PA,AP,THS,TMB,10,H,1,M,L3,,,
,,9:13,F,J1,SB,THS,TMB,30,H,1,M,M3,,,
,,9:56,F,PA,F,THS,TMB,30,OU,2,S,M3,FR,,
,,9:57,F,PA,F,THS,TMB,30,H,2,S,M3,FR,,
,,9:58,F,PA,Fr,THS,TMB,20,OU,2,S,M2,FR,,
,,11:28,M,PA,FR,THS,TMB,10,H,3,S,M2,,,
,,8:06,M,PA,F,THS,TMB,20,H,3,S,L3,FR,,
,,8:08,M,PA,F,THS,TMB,20,H,3,S,L3,FR,,
,,10:38,M,J2,Fr,THS,TMB,30,H,2,M/L,L1,FR,,
,,10:40,M,J2,Fr,THS,TMB,40,OU,2,S/M,M1,I,,
,,1:01,M,J1,F,THS,TMB,20,OU,C,S,L3,FR,,
,,8:34,U,J2,F,THS,TMB,20,H,3,S,L3,FR,,
,,11:10,F,J2,F,THS,TMB,20,H,3,S,M3,FR,,
,,11:26,M,J2,F,THS,TMB,20,H,3,S,L3,FR,,
,,6:18,F,J2,Fr,THS,TMB,20,H,2,S,L,,forage search,
,,6:38,U,J2,F,THS,TMB,30,OU,3,S,L3,FR,,
,,9:22,M,J2,FR,THS,TMB,60,OD,1,L,PT,,,
,,9:45,M,J2,F,THS,TMB,40,OU,2,L/M,P/PT,FR,,
,,8:39,M,A,FR,THS,TMB,20,OU,1,M,L3,,,
,,6:08,M,J2,Fr,THS,TMB,20,H,3,S/M,L1,FR,,
,,6:46,M,PA,F,THS,TW,20,H,1,S,M1,FR,one HL only,
,,8:17,M,A,F,THS,TMB,20,H,3,S,M3,FR,,
,,8:18,M,A,F,THS,TMB,20,OD,3,S,M3,FR,,
,,9:25,M,J2,F,THS,TMB,50,H,,,M3,FR,,
,,12:17,F,J1,F,TJS,TMB,10,OU,3,S,M3,FR,,
,,9:34,F,A,AP,TS,TMB,20,OU,4,S,M2,,,
,,10:25,M,A,F,TS,TMB,10,OU,3,S,L2,,,
,,10:28,M,A,FR,TS,TMB,10,VU,3,S,M3,,,
,,2:12,M,J2,FR,TS,TMB,U,H,4,S,L3,,,
,,2:15,M,J2,FR,TS,TMB,20,OU,U,S,L3,,,
,,2:17,M,J2,FR,TS,TMB,U,OU,5,S,M3,,,
,,8:06,M,J2,SB,TS,TMB,30,H,1,M,L,,,
,,9:36,F,A,FR,TS,TMB,U,VU,3,M,M3,,,
,,6:59,F,A,T,TS,TMB,U,VU,3,S,M3,,,
,,8:03,F,J2,SB,TS,TMB,30,H,1,M,M2,,,
,,8:06,F,J2,SB,TS,TMB,30,H,1,L,M2,,,
,,8:07,F,J2,SB,TS,TMB,30,H,1,L,M2,,,
,,11:32,M,A,FR,TS,TMB,20,VU,3,S,L1,,,
,,12:08,F,J2,FR,TS,TMB,10,VU,2,S,M2,,,
,,8:04,M,J2,F,TS,TMB,30,H,3,S/M,L2,FR,,
,,8:43,M,A,Fr,TS,TMB,25,OU,1,M,T,I,,
,,9:02,F,J2,Fr,TS,TMB,30,H,1,L,T,FR,,
,,9:25,M,J2,Fr,TS,TMB,30,OU,2,M,P,,lookout/scanning,
,,9:30,M,J2,SB,TS,TMB,20,H,2,S,UNK,,playing,
,,11:07,M,A,AP,TS,TMB,40,OU,1,L,T,,,
,,1:26,M,J2,Fr,TS,TMB,,OU,3,S,M1,FL,,
,,1:26,M,A,FR,TS,TMB,20,OU,2,S,L1,,,
,,7:37,F,J2,FR,TS,TMB,20,OU,2,S,M2,,,
Natasha Mazumdar,7/19/2013,6:55,F,A,Fr,TS,TMB,20,OU,C,S,M3,,,
,,7:27,U,A,T,TS,TMB,20,OU,C,S,M3,,,
,,7:43,M,A,F,TS,TMB,5,OU,2,S,M1,FR,guava,
,,11:22,M,A,F,TS,TMB,30,OD,3,S/L,M2,FR,,
,,1:04,F,J1,Fr,TS,TMB,30,H,2,S,M3,,,
,,9:56,M,A,T,TS,TMB,U,OU,2,M/S,L2,,,
,,11:10,M,J2,FR,TS,TMB,20,OU,3,S,U2,,,
,,6:10,F,PA,FR,TS,TMB,20,OU,5,S,M3,,,
,,6:14,F,PA,FR,TS,TMB,20,,2,S,M2,,,
,,7:01,M,J2,SB,TS,TMB,50,H,1,L,UNK,,playing,
,,7:31,F,J1,F,TS,TMB,15,VU,3,S,M3,I,,
,,10:36,F,J1,Fr,TS,TMB,U,H,C,S,M2,FR,,
,,7:54,M,J2,F,TS,TMB,20,,3,S,L3,FR,,
,,1:00,F,A,FR,TS,TMB,20,H,1,S,L2,,,
,,8:06,M,J2,AP,TS,TMB,U,OU,1,S,U2,,,
,,7:35,F,J2,FR,TS,TMB,30,H,1,S,M3,,,
,,7:59,M,A,FR,TS,TMB,20,VU,2,L,M2,,,
,,3:08,F,J2,FR,TS,TMB,20,H,1,S,L3,,,
,,11:08,F,A,T,TS,TMB,20,OU,1,M,M3,,,
,,8:20,M,A,AP,TS,TMB,30,VU,2,L,L,,,
,,7:28,F,J2,F,TS,TMB,20,OU,1,S,M3,FR,berries,
,,1:40,M,J2,Fr,TS,TMB,60,OU,1,L,L2,FR,,
,,11:42,M,PA,FR,TS,TMB,20,H,1,S,U3,,,
,,12:22,M,PA,FR,TS,TMB,20,H,1,S,L3,,,
,,11:19,F,J1,FR,TS,TMB,20,OD,1,S,M1,,,
,,11:59,M,J2,FR,TS,TMB,20,VU,2,S,U3,,,
,,7:21,M,J2,T,TS,TMB,10,H,1,S,M1,,,
,,9:39,M,J2,SB,TS,TMB,50,OU,1,L,M2,,,
,,10:21,M,J2,Fr,TS,TMB,70,H,1,L,L2,P,epiphyte stem,
,,11:51,M,A,FR,TS,TMB,10,H,2,S/L,T/L1,FR,,
,,12:30,F,J2,SB,TS,TMB,10,H,1,M,OTHER MONKEY,,"PLAY, not touching branch, tail mass bearing wrapped around other monkeys tail as they play and push each other",
,,12:37,F,J2,SB,TS,TMB,30,OU,1,M,T,,play,
Kristie Kurtz,8/7/2013,5:47,F,A,FR,TS,TF,,OD,1,M,U2,,,
,,9:16,M,J2,FR,TS,TMB,20,H,2,S,M2,,,
,,11:31,F,A,FR,TS,TMB,20,OU,1,L,T,,,
,,11:33,F,A,FR,TS,TMB,30,H,2,S,L3,,,
,,7:19,M,A,T,TS,TMB,20,OD,1,S,M3,,,
,,9:37,F,PA,AP,TS,TMB,40,VU,1,L,L,,,
,,1:28,M,PA,AP,TS,TMB,20,VU,1,S,M3,,,
,,8:33,F,J2,AP,TS,TMB,10,H,1,S,M3,,,
,,6:17,M,PA,FR,TS,TMB,10,VU,2,S,L,,,
,,6:20,M,PA,FR,TS,TMB,20,VU,1,S,M3,,,
,,1:57,M,PA,T,TS,TMB,10,H,1,M,M3,,,
,,2:03,F,A,F,TS,TMB,30,H,1,S,M2,FR,,
,,1:55,F,J2,SB,TS,TMB,30,H,1,L,M1,,P,
,,6:42,F,J2,FR,TS,TMB,20,H,2,S,L2,,one foot touching,
,,8:01,M,J2,SB,TS,TMB,30,H,1,L,M2,,P,
,,9:57,M,J2,FR,TS,TMB,10,OU,1,S,L3,,,
,,7:56,M,J1,AP,TS,TMB,20,H,2,S/M,U1,,limbs touching but not mass bearing,
,,6:41,F,J2,FR,TS,TMB,10,OU,2,S,U1,,,
,,7:30,F,J2,SB,TS,TMB,10,H,1,S,M3,,P,
,,7:35,U,J2,SB,TS,TMB,10,H,1,S,M3,,P,
,,8:05,M,J2,SB,TS,TMB,10,H,1,L,U2,,P,
,,9:05,F,J2,AP,TS,TMB,10,H,1,S,M1,,,
,,1:32,M,PA,FR,TS,TMB,20,H,1,L,PB,,trying to get in cocunet,
,,1:34,M,PA,FR,TS,TMB,20,OD,1,L,PB,,feet braced,
,,9:36,M,A,SB,TS,TMB,30,H,1,M,M3,,play,
,,9:22,M,J2,SB,TS,TMB,20,VU,3,S,M2,P,,
,,7:59,M,A,SB,TS,TMB,20,H,1,M,U1,,P- biting other monkey,
,,8:54,M,A,FR,TS,TMB,10,H,2,S,U3,,one foot brag but not mass bearing,
,,6:20,M,A,T,TS,TMB,20,H,1,M,L1,,,
